Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
GSM1607887	0.0140148664099333	0	0	0.0905078324712347	0	0.0372505124433276	0.124836065287303	0.106912699091942	0.0422122842170581	0.0876959664809157	0	0.178382565863276	0	0.0811666954374431	0.117430299550063	0.0947086314057281	0.0235641326820325	0.00131744865974276	0	0	0	0	0.00900000000000001	0.248791508244866	1.00983572983626
GSM1607888	0	0	0.083588588276689	0	0.0751271424552242	0.0075759658204741	0.0605431131549709	0	0.049741053917125	0.0947544184340314	0.0452373198659122	0	0	0.207038174255414	0.0253612057940931	0	0.00771686063732674	0	0	0.343316157388739	0	0	0.605	0.0106847644734337	1.12243540195254
GSM1607889	0	0	0.00632908630474913	0	0.00345278936996661	0.150456420154919	0	0.00307331218454644	0	0.0478339649367221	0	0.0645387195306258	0.0508180641374278	0.182491014441231	0	0.0454348152249944	0	0.0204769299391939	0	0.413279309489182	0	0.0118155742864422	0.0610000000000001	0.145853773262868	1.08231845295248
GSM1607890	0.0340575461344122	0	0.047369725403256	0	0	0.0466178040297674	0.115767525644203	0.0741459119837059	0	0.0520512939074793	0	0.0728479727951084	0.0130282669589322	0.0469538098353157	0.0653084369050627	0	0.0685715256181175	0.0245827219970075	0	0.313113011012086	0	0.0255844477755463	0.243	0.0686107180079152	1.07385261943765
GSM1607891	0.00570209993704629	0	0.160114195361023	0.0810316973200247	0	0.0969229540823981	0.0448777132644551	0.118978487979405	0	0.15949317112346	0	0.101921218959142	0	0.0191091866083455	0.097461187440052	0.0525789402768665	0.0138560327379985	0	0	0.047953114909784	0	0	0.025	0.201356984207321	1.01813460312914
GSM1607892	0.0065464233674852	0	0.0619053404822769	0.0929062329044333	0	0.0372009041052967	0.0534234519560434	0.140501077900558	0	0.0552000450610306	0	0.149042138613514	0.00959191248075355	0.00561309920109754	0.0758992155963861	0.0139837906251454	0.0204793996817424	0.120128154475805	0	0.157578813548433	0	0	0.054	0.155357044183304	1.04222684722279
GSM1607893	0	0.00495641120636789	0.0545985565837502	0.123501346087167	0	0	0.0456577526355464	0.142255473535082	0	0.0278026542886179	0	0.218592840851338	0.0308463280448595	0.000259067521080619	0.0561329849224811	0	0.0130260374488849	0.0213375227560521	0	0.261033024118772	0	0	0.124	0.107316016194179	1.0852147391184
GSM1607894	0.00375010150017178	0	0.0623786375969528	0.0125678308545502	0.12478445475806	0	0	0.00184912847690967	0.108608211474658	0.0809651248708365	0	0.0410815540006703	0.0335913668496769	0.154850969822383	0.00632852587686657	0	0.0245497921823111	0.0802178530695525	0	0.2644764486664	0	0	0.219	0.0742140884549498	1.06956914834127
GSM1607895	0	0	0.0541052326035473	0	0.0332472002489004	0.0331278993426122	0.0732864521507982	0.167582033418559	0	0.0585945403991576	0	0.148202259832163	0.027556019549971	0	0.117746980605455	0.0265661457342533	0.0726690797491903	0	0	0.157798810633674	0	0.0295173457317195	0.255	0.0641973490047429	1.07260258288503
GSM1607896	0	0	0.00750980410283029	0.101455587956004	0	0.0506894594708465	0.167527621257676	0.0966278514402421	0	0	0	0.104913308527846	0	0.0680001916522582	0.0811862821567682	0.0323840371585814	0	0.0529311170825697	0	0.236774739194378	0	0	0.086	0.12848039441523	1.05206279193644
GSM1607897	0	0	0.026874906315744	0	0	0.158592470922309	0	0.0864022750533323	0.0180139846555503	0.0925303592719964	0	0.108287130806485	0.0107582938329853	0.065854657815533	0.0316875661978676	0	0.0432918628835486	0.00466918041176055	0	0.316543048847121	0.011441332546281	0.025052930439486	0.09	0.126323313625602	1.06310921984715
GSM1607898	0	0	0	0.0611385175211544	0.00284893863318574	0	0.118896949369756	0.047473042613757	0.0957690100849982	0.00717006306370567	0	0.161357920260154	0.00467463173011328	0.0420705279120191	0.0729086148080382	0.0351684986300768	0.0418793431227022	0.0789470843599723	0	0.229696857890367	0	0	0.23	0.0728188132277404	1.08148096692874
GSM1607899	0.0229154127487484	0	0.00614439342097245	0.145890094011706	0	0.108988692382399	0	0.112244783856139	0	0.119967989979349	0	0.205690288530457	0	0	0.0300860325624848	0.0643002704313925	0.0830255416918514	0	0.0828293973649212	0.0179171030195793	0	0	0.44	0.0327259411085677	1.13288399190958
